author,comment
Kscoop,"""The World has changed, and none of us can go back""

broke mah heart ️"
die345,Me gusta esta padre
Epiiko,"Everything around this movie was once in a lifetime. The crowd reactions on opening night, the hype during the wait, the theories on what would happen and how the internet came together to stop spoilers.. Its crazy to think that all of that was 2 years ago, but it still feels like yesterday.  I have a feeling that Marvel will pull it all off again eventually, but this movie was the start and end of something truly amazing."
Yelena,Either it was me or i saw iron spider
Borusik789,"I've always wanted to look like Thor, but now Thor looks like me"
Pranjal Singh,"I have completed entire marvel movies from iron man to Loki ! This was a Marvelous Journey️ 
I will never forget it <3"
Tea-Serious,"I started directly from 1:50 but that not gave me goosebumps,but when I started from first It gives me goosebumps every time️️️️️
What a magical teaser..."
die345,Esta chiddaa
Shadow_Draws,"I remember watching this movie and being BEYOND excited. The time came and I saw it in cinemas at about 9PM (the cinema was in a shopping mall and seeing the whole place empty afterwards apart from the crowds from Endgame was surreal). It's an absolutely perfect movie in my opinion (well, I am a little salty about how Steve went out). I'd be lying if I said I still didn't cry when I watched it."
Spencer Fearon,"0:42
1:23
1:35 - 1:40
1:39"
Axel Pikachu,"""Avatar is the highest grossing Film"""
Ryanaerts1,watching this trailer knowing that my sister will see this for the first time tomorrow and I already know she's gonna love it considering she's watched all the other movies now but I've realized how much this trailer really hid from us which will just make watching the movie that much better again
heisen,When you can finally read spoilers after watching the movie
Chillycatman Original,"I have come back to this trailer to mainly just say, this movie RUINED hulk, I was not impressed by how they did that change, and I loved the movie the most especially the final battle it was a blast."
Reciding Hairline kid,"The rat that freed Scott from the quantum realm should be in this trailer, it did save half of the universe after all."
The Originals,"R.I.P Ironman
R.I.P Black Widow
R.I.P Captain America
R.I.P Vision"
Brandon Vidal,Thor deserved more
Sanjeevkumar Policepatil,Must watch kgf Kannada teaser ... Beat the all world record ️️️️️
Just Sol,"Somewhere in the heavens, Stan Lee is smiling."
BalloonDagger0,Can’t believe this movie is nearly 2 and a half years old already.
GingerMan 308,"Wtf this was only two years ago, it feels like ages!"
Alvin,I didn't even see the trailer just booked the ticket  WAKANDA FOREVER  YOOOOOO
Voltage,Still can’t believe it’s been 2 years...
Satkar Baral,Recommended again 
P H,"some people may have left this trailer in the last decade, but not us."
Vignesh War,The fact : You can never bring Tony back
Cony Kaks,"I wish what if could have made a small remake of this but this time what if Thanos, hela and Ego joined forces to support Thanos idea...."
Dizzy All Day,"This is the biggest movie upset ive ever seen. Imagine killing off the best actor/superhero they have  Kill hawkeye, antman, the guy with wings(dont even care enough to know his name)."
George YNWA,It’s mad that we are just about half way through the mcu
Vijay Sarathy,crazy how they didnt show fathor in 1:59 aaand then there's sony
Mongo Longo Gengen,"Some people think a 5 hour movie would be to long


BUT NOT US"
Studio Oviyanarts,Hope everyone is alive!
Arijit Jayaswal,I'M gonna watch this movie atleast 10 times. Whatever it takes
Yash Singh,I still get goosebumps watching this trailer
Fernando Garza,So happy we got this movie before the pandemic… and the experience in theaters was absolutely amazing. Thank you marvel studio
Nancy Momandol,"I  love  avengers   
im  form  bangladsh️"
Muhammad Aminxon Salohiddinov,"When I saw this trailer 2.5 years later, I would have cleared my memory about Endgame and gone back in time and seen this movie again in the theatres. Oh, there were very good times... "
Creative content,I RECOGNIZE ALEX MOUKALA FROM ANYWHERE LETS GOOOOO
Sarthak Tamhankar,"Doctor Strange has already watched Endgame.
But not us. Not us."
Alexi Thompson,Even after watching the film and trailer 1000 times this still gets me hyped up!!!!
Mubinur Rahman Chowdhury,"You know it's a good movie when almost half the trailer is from the previous movies, but still it gives you all the feels."
WITFITMAN,IN 2022 
Qimi Naqiemi,"Its not just the movie, its also the time it came out, good times man."
Rahi Arman,there has to be a new Hulk movie with  bruce banner currently cast....marvel should think about it
Rachana Shah,this community will never be the same without Stan lee.R.I.P his soul 
Ryan,It has been 2 years but watching this still gives me goosebumps
Stephen Raj R,Now it's not just a trailer... It's an video filled up with lot of memories and emotions with its family (Us)
die345,Me gsuta esta epica
Paige Anne,Randomly on my recommended and I’m glad I saw this again even though I’ve watched it many time since seeing it at a midnight showing premiere night...No movie will ever reach the level of adoration as much as this man...30 years from now when they wanna remake it all we can say we were there for the og showing and it was a transcendent moment for people out there who get hope for a better life and purpose from movies like this 
Ritesh M,Why did I get this in my recommendations now?
Paolo Palmieri,"This movie will be about 3 hours long so...
Some people will need to pee.. 
But not us
NOT US"
JustWraith,We will never feel again the hype we felt for this masterpiece
CoolChris 2012,"People complaining about Drax not appearing. He is in the trailer, he's just standing very very still."
ella,Watching the trailer two years later omg it still gives me goosebumps. I literally have tears streaming down my face
AVPAAV Comics,"This hits so different now. When the first trailer was dropped, no excitement surrounded it. Sure almost the entire Earth was talking about Avengers 4 and what will happen in it, but Marvel dropped the trailer, like un-pompously. And boy that day the whole world changed. When I got to know that Endgame will hit theatres on April 26, I just couldn't wait. That time was painfully amazing. I love you 3000, Marvel."
Sikandar Shah,Kgf 2 trailer broke records of views and likes of endgame in 7days
BrainLoading,"Thing is, if you wanted to recreate such a hype, you'd have to wait 15 years again"
Ashwath shiva,
FawnBuzzard3136,"Trailer Company: So, how emotional do you want the trailer to be?
Marvel: Yes."
Harshal Chaudhary,Still gives goosebumps even in 2021 
kartikey gupta,"0:22 I hope I can give back surprises
Really hope for the legend to return ️"
C0NTR0L69pLaYs,legends aare watching this in 2022
Asif Suhail,2021 and this trailer still gives you goosebumps
Nick Fun,Miss you I ronman
Varun Kota,"Thanos : Heads or Tails?
Thor : Tails
Thanos : you should've gone for the head."
Tyler Josh,Still gives me goosebumps
Annapurna Sujatha,I've been watching this trailer several times although im getting goose bumps when i'm watching this!
Jayjay,2022 who's here??
Ali Nawaz Bito,"Again after movie watching.
Truly a masterpiece,the VFX,the acting,the writing,the direction id top notched ️"
die345,Epicardo
Joy Road,It's sad Stan Lee won't see the success of Avengers Endgame.
Karan Chavan,Still remember when this trailer dropped  it was such a big thing the hype everything
MarvelAbi,"Ironman 3- Arc Reactor Is Gone
Captain America 3-Shield Is Gone
Thor 3-The Hammer Is Gone
Avengers 3-Everyone Is Gone"
Pablo Zarazúa The Performer,"Hopefully when the COVID 19 pandemic is over, they should put this movie back in theaters. It deserves it. We deserve it as fans and in memory of those who died from COVID"
MakoTheFish,I still remember when I predicted that they will time travel. Good times
Sahana S,Kgf chapter 2 teaser  has more views than this 
Jim Beaubrun,I wanna travel back in time and relive that moment
Screen Salman,️️️ ......
SirShota,"The theme music never fails to give me goosebumps, I love Marvel!! 

edit: a true fan would never misspells ""Marvel"" to ""Marvels"" "
Sxnniin,I Honestly Coming Back and watching all The Trailers and TV Spots I still get Chills It feels Like Its been So Long but honestly this can make a grown man cry
I don't understand jokes,"Man this movie looks good,can't wait for it to come out"
Pukar khanal,whatever it takes
Marvel_ Geek747,I still remember the day I saw it theaters it was a once in a life time experience I won’t forget
Hater,"Jesus Marvel, we said we wanted MORE Hawkeye, not Mohawk-eye."
kaustubh gangurde,"Wow, After all this time and and I still get goosebumps watching this"
Lil Mosey,Proud to be of this amazing generation 
Abdul The son of ----,"Okay hear me out 
Endgame was the first marvel movie I have ever watched but in just two hour it gives me that emotions 
And i spend next whole years watching all movies chronologically"
Aayush18,The excitement between Avengers Infinity war and Avengers end game was best ever in history... 
