author,comment
Dale Ch,"Very, very interesting conversation Lex - this has changed my outlook and opinion on Mark Zuckerberg - in quite a positive way I might add 🤔"
Chip Mcdonald,"Possibly the most unwatchable interview ever.  Watch his lecture at MIT from long ago; he's now deliberately trying to come off android like for effect, or for the sake of obfuscation."
Michael,Showing your arms might feel weird if the elbow angle is wrong but I think it would add to the experience if others could see the arms and
Mario E.,12:11 - So there's Alexa; Sophia and Mark's codename is 'Jessica'.
Jöckœ Pøñ,"Thank you Lex, I've spent the last year considering suicide and hearing your introductions, especially this one, help me more than I can say. Life and Death are cyclical, I only hope wars end asap with as little suffering as possible so we can begin rebuilding cities, lives and relationships...yes I'm an idealist lol"
Mercedes G,"I’m glad I watched this. I never thought Mark Zuckerberg would ever make me cry! But he did! 😢 And no, I’m not PMS-ing either. His answers for the last questions were so sincere and so sweet! I felt his softness and depth. Also, he’s a girl dad; there’s nothing sweeter or softer in this world than a girl dad! They have a special place in my heart, because I had the best girl dad ever.  💗 Beautiful conversation! Thank you for having it and sharing it with the world."
Ethan Satcher,Lol mark polarization didn’t decrease because you banned those who disagree
Vince D,He gave him way too much time to think of an answer while he rambled on about freedom of speech stuff...
Christopher McCarthy,Mark doesn't feel FULL STOP.
MD fakhrudin,May be first billionaire in lex's podcast.
Deniz Cihan,"The response from Lex at 01:27:50 is damn important, truthful and would solve as an approach from its core so many problems."
Damn Yankee’s Daughter,His voice or opinion is not any more valid than any other that was silenced for disagreeing with him
Adam Eve,"Thanks, that was a nice and cordial interview. 
I feel like Mark is my best friend now."
Nothingness,"I think when you ask what would I do, I would do exactly what you have done with Lex, show the human side of you as a person.  It’s so warming to hear the values and kindness that you pursue for the world.  Be good, do good.  Love Matt"
Luke Trader,"Another Great interview, thanks Lex. 
I can’t imagine that we are ever going to feel the same chemistry in the Metaverse! 
If we did, no one would ever leave!"
David Hughes,If I could invest in anything it would be Blackrock
John Bossnack,My father and his parents fled Ukraine in 1942 from the Soviets only to go right into the hands of the Nazis...it was from the frying pan into the fire...they suffered greatly by both sides...this war happening today to the Ukrainian people is a real sadness in my heart.
nik7drum7,You will be arrested and put on trial for all your machinations and lies. And your company is torn apart by litigation risks.
Jonathon Thomas,"I’ve gotta say, my preconceived notions of who I thought this man was were completely wrong. He may make some troubling decisions but he is still a human being and I think that gets lost in the mainstream narrative. I came away from this very curious and open minded about what Mark has to offer society over the next decade."
Project - N,Amazing interview! Lex did an awesome job as always.
Marc Wallendorf,By all respect of course to his achievements 🙏🏼
JeTs808,59:12 🤣🤣
✨Tarra Ann Tulla✨,I was into second life 13 years ago.I can only imagine things in VR have progressed exponentially since then
News Slayer,"Alien entity Vs Alien entity, priceless."
IamKyros,"Mark looked taken back (in a positive way) when asked the last few questions about death and meaning in life. Props to Lex, he asked very powerful questions and kept his composure lol. Its not an everyday thing to have mark sit down with you."
Mark Little,Your interviews and investigative journalism are by far the best on YouTube and also the best compared to any Main Stream Reporter. You are wise beyond your years. Thanks for sharing your perspective and doing all the hard work to bring your perspective and conversations to us.
max2082,"Well said good sir, well said. My goodness that opening could have been its own video."
Jesus Cisneros,"Dale ""Me gusta"", si viniste del Podcast de Roberto Mtz."
Jamie Salmon Sculpture,"Amazing interview...well done Lex👏👏👏 Zuck frightens me even more now after watching him talk. Good God! You'd think him and his company were the most altruistic thing since sliced bread! Truly terrifying. He's a master at fielding and answering questions, and very smart. Plus I'm sure his lawyers trained him well."
Rebecca Torrez,he literally never laughs
FeralSpirit,"You are such a brilliant, insightful, and courageous young man, as well you seem to embody a wisdom, sincerity, and humility beyond your years.  Im so damned impressed by you."
