author,comment
ThElement,"Elon when you said you don’t need a source of strength after that long silence that you obviously answered in a deeply personal truth, a tear welled in my eye. I would like to propose a new superhero in your honor named, Atlas Alpha Centauric. Your super powers are powers you hone every day. I hope you find the name fitting and inspiring and with the super powers a high compliment from a deep respect and appreciation for your participation in mankind. On another note, I have developed a theory of self existence that is simple to grasp and practice, gaining exponential development, refinement, and understanding while greatly reducing the rate at which time passes and  a ever deepening inner peace. I believe you would find great benefit for all aspects of your life and thoroughly enjoy. Please let me know when your interest has peaked and i can send you a two page introduction to understanding paper i recently was able to put on to paper and the rest will fall into place. This would be a gift from a brother as your money has no value within this. Thank you both for sharing your lives and knowledge with us. PS Lex the deal is good for you too brother."
赵克研,its coming the lasted interview
Sebastian Köbele,"Thought about Self-driving:
Doesn’t that mean you need to train your neural net for every country/civilisation/cultur? Because i feel like the traffic evolved different in different cultures. Even going from cities to the country side must make a huge different in anticipating what will happen to moving people/things next to the road. Especially if you go to more rural areas where there are more different kind of traffic particpants. Walking people, animals, cyclists, Trucks, extra wide mobile machines, ect."
Wilhelm Sarasalo,"Objet permanence?  Girlfriend's phones tend to go missing as they ask you to call the number, or weekends if there are other men  and alcohol around they lose their"
Nels Lindahl,Thank you Lex! I'm really enjoying this interview. This right here is what the news cycle with commercial breaks and time limits misses out on in terms of dialogue and back and forth during a discussion.
CatsInHats S.Crouching Tiger,2:17 you don’t want a moody toaster that burns your toast or launches the slices across the room.  It should have considerate emotional intelligence. It’s just rude to make someone in crutches bend over to pick up the toast from the floor.  A toaster would be very happy having a useful life and not thrown into the recycling bin.
Victor Bellew,When Chernobyl happened and 3 mile island there was a massive ad campaign telling people that nuclear was bad but when they did a study to find out who paid for the ads it turned out that the oil industry and paid to have the ads posted as a way to prevent nuclear energy from being used
Mq Mx,He is just coping Nikola Tesla ideas.... a good story for big capital....
Brendan O'Neil,"On the subject of chop sticks catching rockets: (Elon being coi, and saying with excited foresight, ""This probably won't work the first time(;"" )"
Maggie Mae,I'm just can't stop wuvin You
Dushyant Joshi,Thanks for thanking Elon for giving humanity hope! Best wishes from Melbourne
adamkon1104,We need to put expiration dates on all laws. Maybe 10 years. Good laws will renewed easily. Bad laws and outdated laws will just go away over time.
Stella Rivera,"That makes sense, good thing more people are getting to learn more about wealth and that Cash is pretty much trash at this point, it is designated to fail eventually, 3 BEST and surprisingly easy ways to double or hold your funds in 2022; Real Estate, Gold, Who can guess the 3rd??"
Jamie Lake-Boyd,30 million people died. Oh most was just living life farming up stuff.
alexander leuchte,"""Hyperloop"" sounds so much better than ""snail trail tunnel"""
David Alvarez,Experiment will prove the work
Kyle Smedley,"Our grandparents and parents who have only ever known generic tv and radio programming designed it 10 min segments, missed so much. We are lucky to have such access to long form podcasts."
Florian Knauer,"So, we're not talking about Solarcity, Vegas Loop, Star Link, Hyperloop or other failures today. That's definitely on brand."
D K,Love this episode. Super pleased to see Elon Musk in Your Podcast xxx
Joshua Martin,I studied COBOL. Worse 2 semesters ever. I too pity those poor programmers maintaining those databases and those attempting to migrate them to Java.
,Elon is a world treasure. Irreplaceable human being.
Tasha Starling,2:23:53
FullSendcirca92,"keep it simple with Alex. Money is a medium of exchange. Fixed means it does not change. Variable on the other hand changes. We want to avoid a short circuit for the sake of the interview. Also, don't worry Lex, you don't have to feel alone. Walk outside or to your local shopping area and interact with the humans. Leave your cell inside your car. Either way I'll be your friend pal."
Neuri,new ringtone..
ianoverseas,"A wonderful Christmas present from Lex to all of us. Thanks, mate!"
Iconoclasticnation,"We know that the earths current level of sunlight is perfect for human, animal and plant health. Is there a chance that humans in particular will receive less Vitamin D and plants will have greater difficulty performing photosynthesis on Mars being that much further distant from the Sun than earth?"
Mrjoost1995,The real question is when Elon Musk is gonna start recognizing Monero as the real currency of exchange. Monero (XMR) is the bridge between legal and illegal markets right now. Invented by Nicolas von Saberhagen > Satoshi Nakamoto > NS > SN > Nick Szabo
Richard Turk,1:37:20
Marie Ortiz,Great Show!
AntiDose117,2:18:10
Does itMatter,Wow. Lex is Great to get him this long to talk to. Elon as always really deep and honest.
glen cecil,Elon is fast becoming larger than life.
Elijah Roberts Cinema,Accepting cookies feels like you may open up a portal to hell lol. Amazing.
real worth,You are welcome remember me for the research please I'm not around here on this Earth
Nina Pascu,"Interesting times are coming! We need to get used to a human-looking robot in the house! Hmmm, I'll give him a name and he'll do different hard or boring things for me! Could I even send him shopping? "
Mind's Eye View,"Me I want a hola hoop, just for balance"
John Funk,Thanks again Lex!  Great talk as always!  Much love Johnny
Tee,He feels most comfortable talking with other robots
SevenDeMagnus,"Thank sir Lex. (2.5 hours, that's a record but it's cool :-)

This is important information for Elon Industries shareholders like me and investors like me."
